ID,split,source,source_text,gpt_msa_detox,gpt_gulf_detox,gpt_levantine_detox,gpt_egyptian_detox
8481,train,MLMA,خنازير وحشيه مجوسيه تم جمعها في الزريبه الخلفيه لايران للتدمير والقتل والسرقه والارهاب,جماعات متطرفة موالية لإيران تم تجميعها لأغراض التدمير والقتل والسرقة والإرهاب.,ميليشيات تابعة لايران تم تجميعها كاداة خلفية لاجل التدمير والقتل والسرقة ونشر الارهاب.,ميليشيات تابعة لايران مجمّعة كأداة خلفية بهدف التدمير والقتل والسرقة ونشر الارهاب.,ميليشيات تابعة لايران متجمعة كأداة في الخلف علشان التدمير والقتل والسرقة ونشر الارهاب.
8482,train,MLMA,لو جمعت بول البعير والضب ولباس المؤسس فانها تساوي ال عام,لو جمعت بعض رموز التراث والعادات القديمة فلن تساوي الكثير مقارنة بعام كامل من الإنجازات.,"بصراحة التشبيه هذا جارح وغير لائق. انتقادي يبقى على نفس الفكرة: في ممارسات ورموز عند هالجهة اشوفها تجمع اشياء ما لها قيمة حقيقية وتُقدَّم على انها معيار، وهذا يعكس واقع آل عام بهذا الشكل المؤسف.","التشبيه كان جارح ومش مقبول. الفكرة نفسها واضحة: في ناس بهي الجهة عم تجمع شغلات بلا قيمة وبتسوقها كأنها معيار، وهاد بيعكس صورة آل عام بهالطريقة المؤسفة.","التشبيه كان جارح ومش مقبول. قصدي واضح: في ناس عند الجهة دي بتلم حاجات مالهاش قيمة وبتقدمها كأنها المعيار، وده بيعكس صورة آل عام بشكل مؤسف."
8483,train,MLMA,رعاع القوم وشاربي بول البعير يحاصرون شعبا يفوق عدد سكانه دولهم مجتمعه يحاصرون ويجوعون شعبا من اكرم وانبل شعوب ا,"بعض الحكام يحاصرون شعباً يفوق عدد سكانه مجموع سكان دولهم، ويجوعون شعباً من أكرم الشعوب.",هالجهات القامعة تحاصر شعبا عدد سكانه يفوق دولهم مجتمعة. يحاصرون ويجوعون شعبا من أكرم وأنبل الشعوب.,هالمجموعات القامعة محاصرين شعب عدد سكانه أكبر من دولهم كلّها مع بعض. عم يحاصروا وبيجوعوا شعب من أكرم وأنبل الشعوب.,الجهات القامعة دي بتحاصر شعب عدده أكبر من دولهم مجتمعة. بيحاصروا وبيجوعوا شعب من أكرم وأنبل الشعوب.
8484,test,MLMA,البعير رمز لابن الصحراء العربي الاصيل لكن انت تشرب من بول الخميني مخلوط مع بول كلب لكونك بدون اصل استمتع,"البعير رمز للعربي الأصيل، لكنك تتبع أفكار الخميني وتتبناها بالكامل.",البعير رمز لابن الصحراء العربي الاصيل. لكن انت تتبنى افكار الخميني بشكل اعمى وتسيء لهويتك. راجع نفسك واستمتع بعقلك قبل ما تتبع هالكلام.,البعير رمز لابن الصحرا العربي الاصيل. بس انت ماشي ورا افكار الخميني بشكل اعمى وعم تسيء لهويتك. راجع حالك واستمتع بعقلك قبل ما تضل ورا هالحكي.,الجمل رمز لابن الصحرا العربي الاصيل. بس انت ماشي ورا افكار الخميني بعما وبتسيء لهويتك. راجع نفسك واستعمل عقلك بدل ما تفضل ماشي ورا الكلام ده.
8485,train,MLMA,تعلمنا السب و الشتم منكم يا احفاد شاربين بول البعير يا حمير لا تغير الموضوع حكومتك شاطره ع ال,"تعلمنا السب والشتم منكم، فلا تغيّر الموضوع، فحكومتكم بارعة في التهرب من القضايا الأساسية.","تعلمنا هالاسلوب منكم، لا تلفون وتدورون. حكومتكم شاطرة على الضعيف وتتهاون مع القوي.","تعلمنا هالأسلوب منكم، لا تغيروا الموضوع. حكومتكم شاطرة عالضعيف وبتمرق القوي.","اتعلمنا الاسلوب ده منكم، ما تغيروش الموضوع. حكومتكم شاطرة على الغلبان وبرضه بتطبطب على القوي."
8486,test,MLMA,من عبد اللطيف الي اصغر سلتوح كلهم خنازير,"من عبد اللطيف إلى أصغر مسؤول، الجميع فاسدون.","من عبد اللطيف لين اصغر واحد فيهم، كلهم متورطين وسلوكهم مستفز.","من عبد اللطيف لاصغر واحد فيهم، كلهم متورطين وتصرفاتهم مستفزة.","من عبد اللطيف لحد اصغر واحد فيهم، كلهم متورطين وتصرفاتهم مستفزة."
8487,dev,MLMA,قاتل الله قروبات الحريم الي شغالين ساعه خلاص قرقه,قاتل الله مجموعات النساء التي لا تتوقف عن الحديث.,"الله يهدي بعض قروبات الحريم، كل شوي سالفة وما يخلون الواحد يرتاح من كثرة القرقه.","الله يهدي بعض قروبات الستات، كل شوي سالفة وما بترتاح من كتر الحكي الفاضي.","ربنا يهدي شوية جروبات الستات، كل شوية مواضيع وكلام كتير ومش مخلّين الواحد يرتاح."
8488,dev,MLMA,عشاق اكل الضب و شرب بول البعير,عشاق أكل الضب وبعض العادات البدوية التقليدية.,"يا جماعة اللي يمجدون اكل الضب وشرب بول البعير، فعلاً هذا اللي تبونه ينقال عن ثقافتنا؟",عن جد في ناس مبسوطة بفكرة اكل الضب وشرب بول الجمل؟ هيك بدكم صورتنا قدام العالم؟,يعني بجد في ناس فخورة باكل الضب وشرب بول الجمل؟ هو ده اللي عايزينه يتقال عننا؟
8489,train,MLMA,شكرا ياحمار اكدت الراي اللي بقوله بقالي ايام ان خنازير البنا هي ال,"شكراً، لقد أكدت الرأي الذي أطرحه منذ أيام حول أتباع البنا.","شكرا، كذا اكدت الراي اللي اقوله من كم يوم ان جماعة البنا هي السبب في اللي صاير.","شكرا، هيك اكدت رأيي اللي بحكيه من ايام انه جماعة البنا هي سبب اللي عم بصير.","شكرا، كده اكدت الراي اللي بقوله بقالي كام يوم ان جماعة البنا هي سبب اللي حاصل."
8490,train,MLMA,من فوائد بول البعير تحقيق اعلي مراتب الفشل حتي في ابسط العمليات السريه للاستخبارات كعمليه اغتيالخاشقجي التي فضحت,"من نتائج هذه السياسات الفشل حتى في أبسط العمليات الاستخباراتية، مثل قضية خاشقجي التي انكشفت للعالم.","من فوائد ترويج خرافة بول البعير إنه يحقق أعلى مراتب الفشل حتى في أبسط العمليات السرية للاستخبارات، مثل عملية اغتيال خاشقجي اللي انكشفت وفضحتهم.","من ميزات ترويج قصة بول البعير إنه يوصل لأعلى درجات الفشل حتى بأبسط العمليات السرية للاستخبارات، مثل عملية اغتيال خاشقجي اللي انكشفت وفضحتهم.","من مزايا ترويج حكاية بول البعير إنه يوصل لأعلى درجات الفشل حتى في أبسط العمليات السرية للمخابرات، زي عملية اغتيال خاشقجي اللي اتكشفت وفضحتهم."
8491,train,MLMA,وجيههم مغسوله بمرق خنازير وعادي عندهم,يتصرفون وكأنهم غير مبالين بما يحدث حولهم.,"وجيههم مكشوفة وما عندهم حياء، وعادي عندهم","وجوههم مكشوفة وما عندهم خجل، وعادي عندهم","وشهم مكشوف ومفيش عندهم كسوف، وعادي بالنسبالهم"
8492,train,MLMA,الواد المصري الوسخ من الاخوان خنزير مثلهملكن اعلم تماما ان الشعب المصري مع السعوديه,"الوافد المصري المنتمي إلى الإخوان لا يمثل الشعب المصري، وأعلم أن الشعب المصري يقف مع السعودية.",المصري هذا من جماعة الاخوان تصرفاته مرفوضة ومسيئة. لكن اعرف تماماً ان الشعب المصري مع السعودية.,هالمصري المحسوب على الاخوان تصرفه مرفوض ومسيء. بس بعرف منيح انه الشعب المصري مع السعودية.,المصري ده المحسوب على الاخوان تصرفه مرفوض ومسيء. بس انا واثق ان الشعب المصري مع السعودية.
