ID,split,source,source_text,gemini_msa_detox,gemini_gulf_detox,gemini_levantine_detox,gemini_egyptian_detox
8993,train,MLMA,هاذ خنزير خاين وكلب من خان بلده يعتبر خنزير مشررد لعنه الله,"هذا خائن لوطنه، ومن يبيع وطنه يستحق كل احتقار. مصيره الخزي والعار.","هذا اللي خان بلاده، ما يستاهل إلا الذل والعار. اللي يبيع وطنه ماله قيمة ولا كرامة.","هاد اللي خان بلده، ما بستاهل غير الخزي والعار. اللي ببيع وطنه ما إله قيمة ولا كرامة.","ده خاين لبلده، واللي يخون بلده ملوش أي قيمة ولا كرامة. يستاهل كل الذل والعار."
8994,test,MLMA,هذا العاهر الخسيس خنزير اخونجي حاقد وكاره للسعوديه في كل لقاءاته تشعر انه ممتلء غيظا وحنقا وخسه وانحطا,"هذا الشخص الإخواني حاقد وكاره للمملكة العربية السعودية. في كل لقاءاته، يظهر ممتلئاً بالغيظ والضغينة وسوء النية.","هذا الأخونجي حاقد وكاره للسعودية. في كل مقابلاته، تحس إنه مليان غيظ وحقد وسوء نية.",هاد الأخونجي حاقد وكاره للسعودية. بكل لقاءاته بتحس إنه مليان غيظ وحقد وخبث.,الشخص الإخواني ده حاقد وكاره للسعودية. في كل لقاءاته تحس إنه مليان غيظ وحقد وخبث.
8995,train,MLMA,الدستور خنزير متعصب مناقشه حول الهجره تتحول الي سيل شتائم لترامب,الدستور يبدو متعصبًا ومتحيزًا. نقاش حول الهجرة يتحول إلى سيل من الانتقادات الحادة الموجهة لترامب.,الدستور هذا متعصب وواضح تحيزه. النقاش عن الهجرة انقلب كله سب في ترامب.,الدستور واضح إنه متعصب ومتحيز. نقاش الهجرة تحول لكله مسبات لترامب.,الدستور ده متعصب وباين تحيزه. مناقشة الهجرة قلبت كلها شتيمة في ترامب.
8996,train,MLMA,لان هؤلاء يهود خنازير واعداء مغتصبين,لأن هؤلاء أعداء ومحتلون.,لأن ذولا أعداء ومحتلين.,لأنو هذول أعداء ومحتلين.,عشان دول أعداء ومحتلين.
8997,test,MLMA,الا هجينا مشوها من خنازير وقرود,"لقد أتوا إلينا وشوهوا قيمنا، أولئك عديمو الأخلاق.","جونا وشوهونا، ناس ما عندهم لا ذمة ولا ضمير.","إجوا علينا وشوهونا، ناس بلا أخلاق ولا ضمير.","جم علينا وشوهونا، ناس مالهمش لا ضمير ولا مبادئ."
8998,train,MLMA,لعنه الله عليك وعلي ايران يا خنزير,حسبنا الله ونعم الوكيل فيك وفي ايران.,حسبنا الله ونعم الوكيل فيك وفي ايران.,حسبنا الله ونعم الوكيل فيك وفي ايران.,حسبي الله ونعم الوكيل فيك وفي ايران.
8999,train,MLMA,كفو يا اكرم حجر لك متابعينك ياصمصام لايهمك خنازير المجوس من العرب,"أحسنت يا أكرم، واصل مسيرتك ولا تلتفت للمتربصين بمتابعينك. أيها الصامد، لا تكترث لمن يخدمون أجندات خارجية من العرب.","كفو يا أكرم، لا تخلي أحد يأثر على متابعينك. يا صمصام، لا يهمك العملاء من العرب.","كفو يا أكرم، ما تخلي حدا يأثر على متابعينك. يا نشمي، ما يهمك اللي بشتغلوا لأجندات خارجية من العرب.","عاش يا أكرم، ما تخليش حد يأثر على متابعينك. يا بطل، ما يهمكش اللي بيشتغلوا لحساب أجندات خارجية من العرب."
9000,train,MLMA,يا حقير هيدا العهد يلي انت بدك يلي انت عم تبوس راص عون يا واطي يا خنزير,"هذا هو العهد الذي اخترته، والذي تُظهر فيه ولاءك التام لـ عون.","هذا العهد اللي أنت تبيه، واللي قاعد تبوس راس عون فيه.","هاد العهد اللي أنت بدك إياه، واللي قاعد بتبوس راس عون فيه.","العهد ده اللي أنت عايزه، واللي أنت بتبوس راس عون فيه."
9001,train,MLMA,هادي مفارق الحياه من لحظه تسليم السلطه لليد الامينه بقي خنزير رحل من الدنياء كلب,"منذ لحظة تسليم هادي للسلطة، انتهى عهده. لقد رحل عن المشهد السياسي، بعد أن كان عبئًا على البلاد.","هادي، من يوم سلم السلطة، انتهى دوره. راح من الساحة السياسية، بعد ما كان ثقيل على البلد.","هادي، من لما سلم السلطة، خلص دوره. راح عن الساحة السياسية، بعد ما كان حمل كبير على البلد.","هادي، من ساعة ما سلم السلطة، دوره انتهى. مشي من المشهد السياسي، بعد ما كان تقيل على البلد."
9002,train,MLMA,لانكم انتم وهم خنازير هذا الزمان فكيف تحاربوهم لعنه الله عليكم وعليهم اعداء الاسلام,"لأنكم أنتم وهم أصحاب الباطل والضلال في هذا الزمان، فكيف لكم أن تحاربوهم؟ أنتم وهم أعداء الإسلام.","لأنكم انتوا وهم أهل الضلال والفساد في هالزمان، كيف بتحاربونهم؟ انتوا وهم أعداء الإسلام.","لأنكم إنتو وهم أهل الضلال والباطل بهالزمان، كيف بدكم تحاربوهم؟ إنتو وهم أعداء الإسلام.","عشان إنتو وهما أهل الضلال والفساد في الزمان ده، إزاي هتحاربوهم؟ إنتو وهما أعداء الإسلام."
9003,dev,MLMA,وبالنسبه لي رجالكم ال بيترككم ويسافرو المغرب واندونسيا عشان الحريم لو انتم نساء صح ماكان ترككم يامعفنه,"وبالنسبة لرجالكم الذين يتركونكم ويسافرون إلى المغرب وإندونيسيا بحثًا عن نساء أخريات، لو كنتم تملكون ما يكفي للاحتفاظ بهم، لما تركوكم.","ورجالكم اللي يتركونكم ويسافرون المغرب وإندونيسيا عشان الحريم، لو كنتم كافيات أو قادرات على الاحتفاظ فيهم، ما كان ترككم.","وبالنسبة لرجالكم اللي بتركوكوا وبسافروا على المغرب وإندونيسيا عشان النسوان، لو كنتوا بتعرفوا كيف تحافظوا عليهم، ما كان تركوكوا.","وبالنسبة لرجالتكم اللي بيسيبوكم ويسافروا المغرب وإندونيسيا عشان الستات، لو كنتوا بتعرفوا تمسكوهم صح، ما كانوش سابوكم."
9004,dev,MLMA,مرايف عليك ي وسخ,"اشتقت إليك، يا من لا تتغير.","مشتاق لك، يا اللي ما تتغير.","مشتاقلك، يا اللي ما بتتغير.","وحشتني، يا اللي مبتتغيرش."
9005,train,MLMA,هندوس علي الاتنين واللي مش عاجبه يروح,"سنمضي قدماً في مواجهة الطرفين، ومن لا يعجبه الأمر فليتخذ موقفه.","موقفنا واضح من الطرفين، واللي ما يعجبه بكيفه.","موقفنا حازم تجاه الطرفين، واللي مو عاجبه رأيه إله.","موقفنا واضح من الطرفين، واللي مش عاجبه رأيه لنفسه."
9006,test,MLMA,لاتكثرو من شرب بول البعير,يجب عدم الإفراط في تناول بول الإبل.,"يا جماعة، انتبهوا لا تكثرون من شرب بول الإبل.","يا جماعة، ديروا بالكم ما تكثروا من شرب بول الجمال.","يا جماعة، متكتروش من شرب بول الجمال."
9007,train,MLMA,اكيد هتولع بجاز وسخ,من المؤكد أن هذا سيؤدي إلى تفاقم الأوضاع واشتعالها بسبب الممارسات المشبوهة.,أكيد بتولع ببنزين وسخ.,أكيد رح تولع ببنزين وسخ.,أكيد هتولع بجاز وسخ.
9008,dev,MLMA,لعنه الله علي ام امك يا بن العاهره خلي دعمك لترامب المغرب راح ينظم الكان بيك ولا بلي بيك يخ تفو علي وسخ,"احتفظ بدعمك لمن تشاء، فالمغرب سينظم كأس الأمم الأفريقية سواء وافقت أم لا. مواقفكم لا تغير من الواقع شيئًا.","دعمك لترامب خله لنفسك، المغرب بيستضيف الكان سواء رضيت ولا ما رضيت. كلامك ما يقدم ولا ياخر.","خلي دعمك لترامب على جنب، المغرب رح يستضيف الكان فيك ولا بدونك. موقفك ما بغير شي.","خلي دعمك لترامب ده لنفسك، المغرب هينظم الكان بيك ولا من غيرك. كلامك ده ملوش أي لازمة."
